"race","race_state","state","state_long","type","year","pollster","samplesize","startdate","enddate","democrat_name","democrat_poll","democrat_result","republican_name","republican_poll","republican_result"
"2016_Pres_ND","2016_Pres_ND","ND","north dakota","Pres",2016,"Ipsos",105,2016-09-23,2016-10-13,"clinton",34.67,27.2,"trump",44.9,63
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"CNN/Opinion Research Corp.",803,2016-08-18,2016-08-23,"clinton",45,46.2,"trump",45,49.8
"2016_Pres_IL","2016_Pres_IL","IL","illinois","Pres",2016,"Ipsos",475,2016-10-21,2016-10-27,"clinton",55.55,55.8,"trump",34.57,38.8
"2016_Pres_AK","2016_Pres_AK","AK","alaska","Pres",2016,"SurveyMonkey",448,2016-10-20,2016-10-28,"clinton",33,36.6,"trump",45,51.3
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Public Policy Polling",815,2016-09-06,2016-09-07,"clinton",45,47.9,"trump",42,45.5
"2016_Pres_ME","2016_Pres_ME","ME","maine","Pres",2016,"Google Consumer Surveys",101,2016-10-20,2016-10-24,"clinton",46.47,48,"trump",26.61,45
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Google Consumer Surveys",982,2016-10-25,2016-10-31,"clinton",33.35,43.5,"trump",35.38,51.7
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"Google Consumer Surveys",191,2016-10-20,2016-10-24,"clinton",27.77,27.5,"trump",37.57,59.3
"2016_Pres_HI","2016_Pres_HI","HI","hawaii","Pres",2016,"SurveyMonkey",522,2016-10-20,2016-10-28,"clinton",49,62.2,"trump",31,30
"2016_Pres_IA","2016_Pres_IA","IA","iowa","Pres",2016,"Emerson College",600,2016-08-31,2016-09-01,"clinton",39,41.7,"trump",44,51.1
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Emerson College",800,2016-08-25,2016-08-28,"clinton",44.9,47.3,"trump",39.5,47.5
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Monmouth University",402,2016-08-18,2016-08-21,"clinton",43,43.5,"trump",39,51.7
"2016_Pres_AK","2016_Pres_AK","AK","alaska","Pres",2016,"Google Consumer Surveys",86,2016-10-20,2016-10-24,"clinton",37.32,36.6,"trump",33.15,51.3
"2016_Pres_WY","2016_Pres_WY","WY","wyoming","Pres",2016,"Google Consumer Surveys",92,2016-10-20,2016-10-24,"clinton",20.8,21.9,"trump",52.8,68.2
"2016_Pres_MT","2016_Pres_MT","MT","montana","Pres",2016,"SurveyMonkey",490,2016-10-20,2016-10-28,"clinton",35,35.9,"trump",51,56.5
"2016_Pres_MO","2016_Pres_MO","MO","missouri","Pres",2016,"Monmouth University",401,2016-08-19,2016-08-22,"clinton",43,38.1,"trump",44,56.8
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Ipsos",445,2016-10-21,2016-10-27,"clinton",48.03,47.9,"trump",45.87,48.6
"2016_Pres_CO","2016_Pres_CO","CO","colorado","Pres",2016,"Gravis Marketing",1246,2016-10-03,2016-10-04,"clinton",40,48.2,"trump",40,43.3
"2016_Pres_WV","2016_Pres_WV","WV","west virginia","Pres",2016,"Ipsos",228,2016-10-14,2016-11-02,"clinton",33.94,26.5,"trump",57.74,68.6
"2016_Pres_IN","2016_Pres_IN","IN","indiana","Pres",2016,"Public Opinion Strategies",600,2016-09-06,2016-09-08,"clinton",36,37.8,"trump",43,56.9
"2016_Pres_IL","2016_Pres_IL","IL","illinois","Pres",2016,"Google Consumer Surveys",1185,2016-10-25,2016-10-31,"clinton",42.66,55.8,"trump",28.26,38.8
"2016_Pres_SC","2016_Pres_SC","SC","south carolina","Pres",2016,"Public Policy Polling",1290,2016-08-09,2016-08-10,"clinton",39,40.7,"trump",41,54.9
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Google Consumer Surveys",1029,2016-10-25,2016-10-31,"clinton",36.86,47.9,"trump",39.45,48.6
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Ipsos",508,2016-10-21,2016-10-27,"clinton",44.85,43.5,"trump",45.17,51.7
"2016_Pres_ME","2016_Pres_ME","ME","maine","Pres",2016,"Ipsos",206,2016-10-07,2016-10-27,"clinton",45.5,48,"trump",39.17,45
"2016_Pres_IA","2016_Pres_IA","IA","iowa","Pres",2016,"RABA Research",1054,2016-09-06,2016-09-08,"clinton",39,41.7,"trump",40,51.1
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-24,2016-10-26,"clinton",44,47.9,"trump",43,45.5
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-24,2016-10-26,"clinton",48,46.8,"trump",39,46.5
"2016_Pres_NM","2016_Pres_NM","NM","new mexico","Pres",2016,"Ipsos",141,2016-10-07,2016-10-27,"clinton",48.54,48.3,"trump",39.41,40
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Ipsos",498,2016-10-21,2016-10-27,"clinton",51.97,59,"trump",30.28,36.5
"2016_Pres_HI","2016_Pres_HI","HI","hawaii","Pres",2016,"Google Consumer Surveys",72,2016-10-20,2016-10-24,"clinton",46.73,62.2,"trump",27.11,30
"2016_Pres_AR","2016_Pres_AR","AR","arkansas","Pres",2016,"Google Consumer Surveys",206,2016-10-20,2016-10-24,"clinton",36.72,33.7,"trump",38.33,60.6
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Ipsos",164,2016-10-07,2016-10-27,"clinton",44.41,46.8,"trump",40.21,46.5
"2016_Pres_DE","2016_Pres_DE","DE","delaware","Pres",2016,"Ipsos",115,2016-10-07,2016-10-27,"clinton",47.87,53.4,"trump",36.17,41.9
"2016_Pres_MT","2016_Pres_MT","MT","montana","Pres",2016,"Ipsos",101,2016-10-07,2016-10-27,"clinton",31.59,35.9,"trump",47.82,56.5
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"YouGov",1193,2016-09-07,2016-09-09,"clinton",44,47.8,"trump",42,49
"2016_Pres_NY","2016_Pres_NY","NY","new york","Pres",2016,"Google Consumer Surveys",1225,2016-10-25,2016-10-31,"clinton",42.3,59,"trump",30.2,36.5
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"Ipsos",163,2016-10-07,2016-10-27,"clinton",30.1,27.5,"trump",53.87,59.3
"2016_Pres_VT","2016_Pres_VT","VT","vermont","Pres",2016,"SurveyMonkey",479,2016-10-20,2016-10-28,"clinton",53,56.7,"trump",25,30.3
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"YouGov",1426,2016-09-07,2016-09-13,"clinton",50,61.7,"trump",33,31.6
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Google Consumer Surveys",1286,2016-10-25,2016-10-31,"clinton",36.5,47.8,"trump",44.1,49
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Ipsos",1839,2016-10-07,2016-10-20,"clinton",43.41,43.5,"trump",42.75,51.7
"2016_Pres_RI","2016_Pres_RI","RI","rhode island","Pres",2016,"Google Consumer Surveys",60,2016-10-20,2016-10-24,"clinton",46.65,54.4,"trump",28.26,38.9
"2016_Pres_DC","2016_Pres_DC","DC","district of columbia","Pres",2016,"Google Consumer Surveys",64,2016-10-20,2016-10-24,"clinton",61.66,90.9,"trump",11.14,4.1
"2016_Pres_ND","2016_Pres_ND","ND","north dakota","Pres",2016,"Google Consumer Surveys",81,2016-10-20,2016-10-24,"clinton",19.8,27.2,"trump",46.07,63
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"icitizen",600,2016-08-18,2016-08-24,"clinton",42,47.8,"trump",37,49
"2016_Pres_OK","2016_Pres_OK","OK","oklahoma","Pres",2016,"Google Consumer Surveys",252,2016-10-20,2016-10-24,"clinton",30.59,28.9,"trump",40.34,65.3
"2016_Pres_MT","2016_Pres_MT","MT","montana","Pres",2016,"Google Consumer Surveys",165,2016-10-20,2016-10-24,"clinton",27.82,35.9,"trump",38.99,56.5
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"Tulchin Research",601,2016-08-23,2016-08-30,"clinton",49,61.7,"trump",35,31.6
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Google Consumer Surveys",236,2016-10-20,2016-10-24,"clinton",36.38,47.9,"trump",33.18,45.5
"2016_Pres_NM","2016_Pres_NM","NM","new mexico","Pres",2016,"SurveyMonkey",1141,2016-10-20,2016-10-28,"clinton",43,48.3,"trump",35,40
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"Ipsos",712,2016-10-21,2016-10-27,"clinton",65.14,61.7,"trump",26.16,31.6
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-26,2016-10-30,"clinton",44,47.9,"trump",42,48.6
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-26,2016-10-30,"clinton",48,43.5,"trump",41,51.7
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-26,2016-10-30,"clinton",43,47.9,"trump",41,45.5
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-26,2016-10-30,"clinton",46,46.8,"trump",40,46.5
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-26,2016-10-30,"clinton",44,46.2,"trump",46,49.8
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"SurveyMonkey",825,2016-10-20,2016-10-28,"clinton",48,46.8,"trump",36,46.5
"2016_Pres_SD","2016_Pres_SD","SD","south dakota","Pres",2016,"SurveyMonkey",382,2016-10-20,2016-10-28,"clinton",30,31.7,"trump",53,61.5
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-26,2016-10-30,"clinton",43,47.8,"trump",48,49
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"SurveyMonkey",819,2016-10-20,2016-10-28,"clinton",42,40.1,"trump",49,57.9
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"YouGov",994,2016-09-07,2016-09-09,"clinton",46,43.5,"trump",39,51.7
"2016_Pres_WI","2016_Pres_WI","WI","wisconsin","Pres",2016,"Public Policy Polling",1054,2016-08-26,2016-08-27,"clinton",48,46.5,"trump",41,47.2
"2016_Pres_MO","2016_Pres_MO","MO","missouri","Pres",2016,"Ipsos",334,2016-10-14,2016-10-27,"clinton",41.67,38.1,"trump",47.61,56.8
"2016_Pres_NE","2016_Pres_NE","NE","nebraska","Pres",2016,"Google Consumer Surveys",218,2016-10-20,2016-10-24,"clinton",25.43,34.3,"trump",46.87,59.9
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Marist College",897,2016-08-04,2016-08-10,"clinton",43,49.8,"trump",31,44.4
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-23,2016-10-25,"clinton",45,46.8,"trump",41,46.5
"2016_Pres_NV","2016_Pres_NV","NV","nevada","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",525,2016-10-23,2016-10-25,"clinton",45,47.9,"trump",41,45.5
"2016_Pres_MD","2016_Pres_MD","MD","maryland","Pres",2016,"Ipsos",394,2016-10-14,2016-10-27,"clinton",53.64,60.3,"trump",33.56,33.9
"2016_Pres_CT","2016_Pres_CT","CT","connecticut","Pres",2016,"Ipsos",347,2016-10-21,2016-11-03,"clinton",48.95,54.6,"trump",41.48,40.9
"2016_Pres_WV","2016_Pres_WV","WV","west virginia","Pres",2016,"SurveyMonkey",375,2016-10-20,2016-10-28,"clinton",28,26.5,"trump",61,68.6
"2016_Pres_SC","2016_Pres_SC","SC","south carolina","Pres",2016,"Ipsos",245,2016-10-21,2016-11-03,"clinton",44.27,40.7,"trump",49.19,54.9
"2016_Pres_MO","2016_Pres_MO","MO","missouri","Pres",2016,"Ipsos",409,2016-10-21,2016-11-03,"clinton",40.06,38.1,"trump",48.67,56.8
"2016_Pres_AL","2016_Pres_AL","AL","alabama","Pres",2016,"Ipsos",316,2016-10-21,2016-11-03,"clinton",38.37,34.4,"trump",55.07,62.1
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"Magellan Strategies",1084,2016-08-11,2016-08-11,"clinton",39,40.1,"trump",52,57.9
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"EPIC-MRA",600,2016-09-10,2016-09-13,"clinton",38,47.3,"trump",35,47.5
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Mason-Dixon Polling & Research, Inc.",625,2016-08-22,2016-08-24,"clinton",44,47.8,"trump",42,49
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Data Orbital",550,2016-10-11,2016-10-12,"clinton",43,45.1,"trump",42,48.7
"2016_Pres_ME","2016_Pres_ME","ME","maine","Pres",2016,"Google Consumer Surveys",137,2016-10-15,2016-10-19,"clinton",36.58,48,"trump",36.27,45
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Christopher Newport University",892,2016-09-27,2016-09-30,"clinton",42,49.8,"trump",35,44.4
"2016_Pres_NM","2016_Pres_NM","NM","new mexico","Pres",2016,"Google Consumer Surveys",222,2016-10-20,2016-10-24,"clinton",47.68,48.3,"trump",23.64,40
"2016_Pres_KY","2016_Pres_KY","KY","kentucky","Pres",2016,"Ipsos",378,2016-10-21,2016-11-03,"clinton",36.01,32.7,"trump",59.44,62.5
"2016_Pres_LA","2016_Pres_LA","LA","louisiana","Pres",2016,"Google Consumer Surveys",279,2016-10-20,2016-10-24,"clinton",34.12,38.4,"trump",44.79,58.1
"2016_Pres_TX","2016_Pres_TX","TX","texas","Pres",2016,"Ipsos",504,2016-10-21,2016-10-27,"clinton",33.95,43.2,"trump",48.36,52.2
"2016_Pres_WV","2016_Pres_WV","WV","west virginia","Pres",2016,"R.L. Repass & Partners",386,2016-08-09,2016-08-28,"clinton",31,26.5,"trump",49,68.6
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Ipsos",441,2016-10-14,2016-10-20,"clinton",45.18,47.3,"trump",40.82,47.5
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Ipsos",552,2016-10-14,2016-10-27,"clinton",43.32,45.1,"trump",42.1,48.7
"2016_Pres_IN","2016_Pres_IN","IN","indiana","Pres",2016,"Monmouth University",403,2016-08-13,2016-08-16,"clinton",36,37.8,"trump",47,56.9
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Gravis Marketing",694,2016-09-23,2016-09-23,"clinton",44,46.2,"trump",43,49.8
"2016_Pres_CA","2016_Pres_CA","CA","california","Pres",2016,"Google Consumer Surveys",1365,2016-10-25,2016-10-31,"clinton",46.27,61.7,"trump",26.85,31.6
"2016_Pres_DC","2016_Pres_DC","DC","district of columbia","Pres",2016,"SurveyMonkey",336,2016-10-29,2016-11-04,"clinton",87,90.9,"trump",6,4.1
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Opinion Savvy/InsiderAdvantage",533,2016-10-10,2016-10-11,"clinton",46.9,47.8,"trump",44.1,49
"2016_Pres_OR","2016_Pres_OR","OR","oregon","Pres",2016,"Ipsos",454,2016-10-21,2016-11-03,"clinton",46.76,50.1,"trump",38.13,39.1
"2016_Pres_MD","2016_Pres_MD","MD","maryland","Pres",2016,"Ipsos",455,2016-10-21,2016-11-03,"clinton",53.26,60.3,"trump",35.12,33.9
"2016_Pres_AK","2016_Pres_AK","AK","alaska","Pres",2016,"Google Consumer Surveys",111,2016-10-15,2016-10-19,"clinton",28.07,36.6,"trump",36.9,51.3
"2016_Pres_CO","2016_Pres_CO","CO","colorado","Pres",2016,"Ipsos",547,2016-10-21,2016-11-03,"clinton",47.59,48.2,"trump",42.23,43.3
"2016_Pres_ME","2016_Pres_ME","ME","maine","Pres",2016,"Gravis Marketing",2046,2016-08-04,2016-08-08,"clinton",43,48,"trump",33,45
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"Google Consumer Surveys",216,2016-10-20,2016-10-24,"clinton",32.48,40.1,"trump",46.54,57.9
"2016_Pres_NE","2016_Pres_NE","NE","nebraska","Pres",2016,"Ipsos",213,2016-10-20,2016-11-03,"clinton",31.38,34.3,"trump",53.13,59.9
"2016_Pres_OR","2016_Pres_OR","OR","oregon","Pres",2016,"Davis, Hibbitts & Midghall, Inc.",517,2016-09-01,2016-09-06,"clinton",38,50.1,"trump",25,39.1
"2016_Pres_VA","2016_Pres_VA","VA","virginia","Pres",2016,"Emerson College",800,2016-08-30,2016-09-01,"clinton",44,49.8,"trump",43,44.4
"2016_Pres_CO","2016_Pres_CO","CO","colorado","Pres",2016,"Ipsos",439,2016-10-14,2016-10-27,"clinton",45.51,48.2,"trump",43.35,43.3
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Public Policy Polling",585,2016-08-30,2016-08-31,"clinton",46,46.8,"trump",41,46.5
"2016_Pres_CO","2016_Pres_CO","CO","colorado","Pres",2016,"Marist College",899,2016-08-04,2016-08-10,"clinton",41,48.2,"trump",29,43.3
"2016_Pres_UT","2016_Pres_UT","UT","utah","Pres",2016,"Dan Jones & Associates",820,2016-09-12,2016-09-19,"clinton",25,27.5,"trump",34,45.5
"2016_Pres_DE","2016_Pres_DE","DE","delaware","Pres",2016,"SurveyMonkey",398,2016-10-29,2016-11-04,"clinton",51,53.4,"trump",36,41.9
"2016_Pres_HI","2016_Pres_HI","HI","hawaii","Pres",2016,"Google Consumer Surveys",94,2016-10-15,2016-10-19,"clinton",49.02,62.2,"trump",27.28,30
"2016_Pres_ME","2016_Pres_ME","ME","maine","Pres",2016,"Ipsos",235,2016-10-20,2016-11-03,"clinton",45.46,48,"trump",37.22,45
"2016_Pres_WA","2016_Pres_WA","WA","washington","Pres",2016,"Ipsos",457,2016-10-14,2016-10-27,"clinton",46.58,54.3,"trump",37.44,38.1
"2016_Pres_HI","2016_Pres_HI","HI","hawaii","Pres",2016,"SurveyMonkey",458,2016-10-29,2016-11-04,"clinton",53,62.2,"trump",28,30
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Ipsos",883,2016-10-07,2016-10-13,"clinton",38.92,45.1,"trump",44.56,48.7
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Muhlenberg College",405,2016-09-12,2016-09-16,"clinton",40,47.9,"trump",32,48.6
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Ipsos",194,2016-10-20,2016-11-03,"clinton",46.37,46.8,"trump",39.88,46.5
"2016_Pres_TN","2016_Pres_TN","TN","tennessee","Pres",2016,"Ipsos",519,2016-10-21,2016-11-03,"clinton",35.18,34.7,"trump",49.82,60.7
"2016_Pres_MI","2016_Pres_MI","MI","michigan","Pres",2016,"Mitchell Research & Communications",887,2016-11-01,2016-11-01,"clinton",47,47.3,"trump",44,47.5
"2016_Pres_WI","2016_Pres_WI","WI","wisconsin","Pres",2016,"Ipsos",651,2016-10-21,2016-11-03,"clinton",47.18,46.5,"trump",39.99,47.2
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Public Policy Polling",814,2016-08-30,2016-08-31,"clinton",47,47.9,"trump",42,48.6
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Franklin & Marshall College",496,2016-08-25,2016-08-29,"clinton",45,47.9,"trump",40,48.6
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Ipsos",580,2016-10-21,2016-11-02,"clinton",42.92,45.1,"trump",44.58,48.7
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"SurveyMonkey",467,2016-10-20,2016-10-28,"clinton",29,27.5,"trump",48,59.3
"2016_Pres_TN","2016_Pres_TN","TN","tennessee","Pres",2016,"Ipsos",401,2016-10-14,2016-10-27,"clinton",35.41,34.7,"trump",42.95,60.7
"2016_Pres_WA","2016_Pres_WA","WA","washington","Pres",2016,"Ipsos",545,2016-10-21,2016-11-03,"clinton",46.44,54.3,"trump",39.43,38.1
"2016_Pres_IA","2016_Pres_IA","IA","iowa","Pres",2016,"Marist College",899,2016-08-03,2016-08-07,"clinton",35,41.7,"trump",35,51.1
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Ipsos",804,2016-10-21,2016-10-27,"clinton",48.51,47.8,"trump",44.61,49
"2016_Pres_WV","2016_Pres_WV","WV","west virginia","Pres",2016,"Ipsos",172,2016-10-20,2016-11-03,"clinton",34.53,26.5,"trump",58.26,68.6
"2016_Pres_VT","2016_Pres_VT","VT","vermont","Pres",2016,"SurveyMonkey",470,2016-10-29,2016-11-04,"clinton",59,56.7,"trump",25,30.3
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Google Consumer Surveys",56,2016-10-20,2016-10-24,"clinton",29.52,46.8,"trump",38.1,46.5
"2016_Pres_WY","2016_Pres_WY","WY","wyoming","Pres",2016,"SurveyMonkey",388,2016-10-18,2016-10-26,"clinton",25,21.9,"trump",59,68.2
"2016_Pres_DE","2016_Pres_DE","DE","delaware","Pres",2016,"Google Consumer Surveys",74,2016-10-20,2016-10-24,"clinton",34.21,53.4,"trump",33.26,41.9
"2016_Pres_ID","2016_Pres_ID","ID","idaho","Pres",2016,"Ipsos",190,2016-10-20,2016-11-03,"clinton",29.97,27.5,"trump",51.68,59.3
"2016_Pres_WI","2016_Pres_WI","WI","wisconsin","Pres",2016,"Ipsos",522,2016-10-14,2016-10-27,"clinton",46.75,46.5,"trump",41.62,47.2
"2016_Pres_RI","2016_Pres_RI","RI","rhode island","Pres",2016,"SurveyMonkey",411,2016-10-29,2016-11-04,"clinton",49,54.4,"trump",36,38.9
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Public Policy Polling",977,2016-08-26,2016-08-28,"clinton",46,46.8,"trump",40,46.5
"2016_Pres_WY","2016_Pres_WY","WY","wyoming","Pres",2016,"SurveyMonkey",207,2016-10-29,2016-11-04,"clinton",22,21.9,"trump",60,68.2
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",875,2016-10-18,2016-10-25,"clinton",46,46.2,"trump",43,49.8
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",875,2016-10-18,2016-10-25,"clinton",41,43.5,"trump",44,51.7
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",875,2016-10-18,2016-10-25,"clinton",48,47.9,"trump",40,48.6
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Ipsos",638,2016-10-21,2016-11-03,"clinton",42.41,46.4,"trump",36.96,44.9
"2016_Pres_MT","2016_Pres_MT","MT","montana","Pres",2016,"SurveyMonkey",430,2016-10-29,2016-11-04,"clinton",32,35.9,"trump",53,56.5
"2016_Pres_AZ","2016_Pres_AZ","AZ","arizona","Pres",2016,"Gravis Marketing",1244,2016-08-27,2016-08-27,"clinton",40,45.1,"trump",44,48.7
"2016_Pres_ND","2016_Pres_ND","ND","north dakota","Pres",2016,"SurveyMonkey",287,2016-10-29,2016-11-04,"clinton",29,27.2,"trump",57,63
"2016_Pres_MN","2016_Pres_MN","MN","minnesota","Pres",2016,"Ipsos",509,2016-10-14,2016-10-27,"clinton",40.56,46.4,"trump",37.43,44.9
"2016_Pres_MS","2016_Pres_MS","MS","mississippi","Pres",2016,"Ipsos",168,2016-10-20,2016-11-03,"clinton",34.24,40.1,"trump",53.55,57.9
"2016_Pres_FL","2016_Pres_FL","FL","florida","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",875,2016-10-18,2016-10-25,"clinton",45,47.8,"trump",44,49
"2016_Pres_NH","2016_Pres_NH","NH","new hampshire","Pres",2016,"Google Consumer Surveys",89,2016-10-15,2016-10-19,"clinton",41.91,46.8,"trump",29.45,46.5
"2016_Pres_NM","2016_Pres_NM","NM","new mexico","Pres",2016,"Ipsos",153,2016-10-20,2016-11-03,"clinton",44.68,48.3,"trump",41.92,40
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"TargetSmart/William & Mary",652,2016-09-15,2016-09-22,"clinton",40,43.5,"trump",37,51.7
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Ipsos",1056,2016-10-07,2016-10-13,"clinton",46.33,46.2,"trump",42.42,49.8
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Emerson College",800,2016-08-27,2016-08-29,"clinton",43.4,46.2,"trump",44.8,49.8
"2016_Pres_DE","2016_Pres_DE","DE","delaware","Pres",2016,"SurveyMonkey",405,2016-10-28,2016-11-03,"clinton",50,53.4,"trump",36,41.9
"2016_Pres_RI","2016_Pres_RI","RI","rhode island","Pres",2016,"Google Consumer Surveys",70,2016-10-15,2016-10-19,"clinton",45.07,54.4,"trump",32.76,38.9
"2016_Pres_KS","2016_Pres_KS","KS","kansas","Pres",2016,"Google Consumer Surveys",281,2016-10-20,2016-10-24,"clinton",36.26,36.1,"trump",32.61,56.7
"2016_Pres_SD","2016_Pres_SD","SD","south dakota","Pres",2016,"SurveyMonkey",433,2016-10-29,2016-11-04,"clinton",30,31.7,"trump",53,61.5
"2016_Pres_DC","2016_Pres_DC","DC","district of columbia","Pres",2016,"SurveyMonkey",324,2016-10-28,2016-11-03,"clinton",85,90.9,"trump",5,4.1
"2016_Pres_CT","2016_Pres_CT","CT","connecticut","Pres",2016,"Google Consumer Surveys",340,2016-10-20,2016-10-24,"clinton",43.34,54.6,"trump",31.95,40.9
"2016_Pres_KS","2016_Pres_KS","KS","kansas","Pres",2016,"SurveyMonkey",1619,2016-10-20,2016-10-28,"clinton",36,36.1,"trump",47,56.7
"2016_Pres_AK","2016_Pres_AK","AK","alaska","Pres",2016,"SurveyMonkey",369,2016-10-29,2016-11-04,"clinton",33,36.6,"trump",46,51.3
"2016_Pres_WV","2016_Pres_WV","WV","west virginia","Pres",2016,"SurveyMonkey",433,2016-10-29,2016-11-04,"clinton",27,26.5,"trump",57,68.6
"2016_Pres_ME","2016_Pres_ME","ME","maine","Pres",2016,"Maine People's Resource Center",396,2016-09-15,2016-09-17,"clinton",33.2,48,"trump",44.3,45
"2016_Pres_DC","2016_Pres_DC","DC","district of columbia","Pres",2016,"SurveyMonkey",555,2016-10-18,2016-10-26,"clinton",87,90.9,"trump",5,4.1
"2016_Pres_PA","2016_Pres_PA","PA","pennsylvania","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",875,2016-10-13,2016-10-20,"clinton",44,47.9,"trump",41,48.6
"2016_Pres_NC","2016_Pres_NC","NC","north carolina","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",875,2016-10-13,2016-10-20,"clinton",46,46.2,"trump",41,49.8
"2016_Pres_OH","2016_Pres_OH","OH","ohio","Pres",2016,"Rasmussen Reports/Pulse Opinion Research",875,2016-10-13,2016-10-20,"clinton",42,43.5,"trump",43,51.7
